YMD,Year,Month,Day,week,week_year,Season_Year,Season,Cell2,EMD,JD,LMB_Spawning,CC_Spawning,NP_Spawning
2022-07-10,2022,7,10,29,29 - 2022,Summer 2022,Summer,After,After,191,,Spawning,
2022-07-11,2022,7,11,29,29 - 2022,Summer 2022,Summer,After,After,192,,Spawning,
2022-07-12,2022,7,12,29,29 - 2022,Summer 2022,Summer,After,After,193,,Spawning,
2022-07-13,2022,7,13,29,29 - 2022,Summer 2022,Summer,After,After,194,,Spawning,
2022-07-14,2022,7,14,29,29 - 2022,Summer 2022,Summer,After,After,195,,Spawning,
2022-07-15,2022,7,15,29,29 - 2022,Summer 2022,Summer,After,After,196,,Spawning,
2022-07-16,2022,7,16,29,29 - 2022,Summer 2022,Summer,After,After,197,,Spawning,
2022-07-17,2022,7,17,30,30 - 2022,Summer 2022,Summer,After,After,198,,Spawning,
2022-07-18,2022,7,18,30,30 - 2022,Summer 2022,Summer,After,After,199,,Spawning,
2022-07-19,2022,7,19,30,30 - 2022,Summer 2022,Summer,After,After,200,,Spawning,
2022-07-20,2022,7,20,30,30 - 2022,Summer 2022,Summer,After,After,201,,Spawning,
2022-07-21,2022,7,21,30,30 - 2022,Summer 2022,Summer,After,After,202,,Spawning,
2022-07-22,2022,7,22,30,30 - 2022,Summer 2022,Summer,After,After,203,,Spawning,
2022-07-23,2022,7,23,30,30 - 2022,Summer 2022,Summer,After,After,204,,Spawning,
2022-07-24,2022,7,24,31,31 - 2022,Summer 2022,Summer,After,After,205,,Spawning,
2022-07-25,2022,7,25,31,31 - 2022,Summer 2022,Summer,After,After,206,,Spawning,
2022-07-26,2022,7,26,31,31 - 2022,Summer 2022,Summer,After,After,207,,Spawning,
2022-07-27,2022,7,27,31,31 - 2022,Summer 2022,Summer,After,After,208,,Spawning,
2022-07-28,2022,7,28,31,31 - 2022,Summer 2022,Summer,After,After,209,,Spawning,
2022-07-29,2022,7,29,31,31 - 2022,Summer 2022,Summer,After,After,210,,Spawning,
2022-07-30,2022,7,30,31,31 - 2022,Summer 2022,Summer,After,After,211,,Spawning,
2022-07-31,2022,7,31,32,32 - 2022,Summer 2022,Summer,After,After,212,,Spawning,
2022-08-01,2022,8,1,32,32 - 2022,Summer 2022,Summer,After,After,213,,,
2022-08-02,2022,8,2,32,32 - 2022,Summer 2022,Summer,After,After,214,,,
2022-08-03,2022,8,3,32,32 - 2022,Summer 2022,Summer,After,After,215,,,
2022-08-04,2022,8,4,32,32 - 2022,Summer 2022,Summer,After,After,216,,,
2022-08-05,2022,8,5,32,32 - 2022,Summer 2022,Summer,After,After,217,,,
2022-08-06,2022,8,6,32,32 - 2022,Summer 2022,Summer,After,After,218,,,
2022-08-07,2022,8,7,33,33 - 2022,Summer 2022,Summer,After,After,219,,,
2022-08-08,2022,8,8,33,33 - 2022,Summer 2022,Summer,After,After,220,,,
2022-08-09,2022,8,9,33,33 - 2022,Summer 2022,Summer,After,After,221,,,
2022-08-10,2022,8,10,33,33 - 2022,Summer 2022,Summer,After,After,222,,,
2022-08-11,2022,8,11,33,33 - 2022,Summer 2022,Summer,After,After,223,,,
2022-08-12,2022,8,12,33,33 - 2022,Summer 2022,Summer,After,After,224,,,
2022-08-13,2022,8,13,33,33 - 2022,Summer 2022,Summer,After,After,225,,,
2022-08-14,2022,8,14,34,34 - 2022,Summer 2022,Summer,After,After,226,,,
2022-08-15,2022,8,15,34,34 - 2022,Summer 2022,Summer,After,After,227,,,
2022-08-16,2022,8,16,34,34 - 2022,Summer 2022,Summer,After,After,228,,,
2022-08-17,2022,8,17,34,34 - 2022,Summer 2022,Summer,After,After,229,,,
2022-08-18,2022,8,18,34,34 - 2022,Summer 2022,Summer,After,After,230,,,
2022-08-19,2022,8,19,34,34 - 2022,Summer 2022,Summer,After,After,231,,,
2022-08-20,2022,8,20,34,34 - 2022,Summer 2022,Summer,After,After,232,,,
2022-08-21,2022,8,21,35,35 - 2022,Summer 2022,Summer,After,After,233,,,
2022-08-22,2022,8,22,35,35 - 2022,Summer 2022,Summer,After,After,234,,,
2022-08-23,2022,8,23,35,35 - 2022,Summer 2022,Summer,After,After,235,,,
2022-08-24,2022,8,24,35,35 - 2022,Summer 2022,Summer,After,After,236,,,
2022-08-25,2022,8,25,35,35 - 2022,Summer 2022,Summer,After,After,237,,,
2022-08-26,2022,8,26,35,35 - 2022,Summer 2022,Summer,After,After,238,,,
2022-08-27,2022,8,27,35,35 - 2022,Summer 2022,Summer,After,After,239,,,
2022-08-28,2022,8,28,36,36 - 2022,Summer 2022,Summer,After,After,240,,,
2022-08-29,2022,8,29,36,36 - 2022,Summer 2022,Summer,After,After,241,,,
2022-08-30,2022,8,30,36,36 - 2022,Summer 2022,Summer,After,After,242,,,
2022-08-31,2022,8,31,36,36 - 2022,Summer 2022,Summer,After,After,243,,,
2022-09-01,2022,9,1,36,36 - 2022,Summer 2022,Summer,After,After,244,,,
2022-09-02,2022,9,2,36,36 - 2022,Summer 2022,Summer,After,After,245,,,
2022-09-03,2022,9,3,36,36 - 2022,Summer 2022,Summer,After,After,246,,,
2022-09-04,2022,9,4,37,37 - 2022,Summer 2022,Summer,After,After,247,,,
2022-09-05,2022,9,5,37,37 - 2022,Summer 2022,Summer,After,After,248,,,
2022-09-06,2022,9,6,37,37 - 2022,Summer 2022,Summer,After,After,249,,,
2022-09-07,2022,9,7,37,37 - 2022,Summer 2022,Summer,After,After,250,,,
2022-09-08,2022,9,8,37,37 - 2022,Summer 2022,Summer,After,After,251,,,
2022-09-09,2022,9,9,37,37 - 2022,Summer 2022,Summer,After,After,252,,,
2022-09-10,2022,9,10,37,37 - 2022,Summer 2022,Summer,After,After,253,,,
2022-09-11,2022,9,11,38,38 - 2022,Summer 2022,Summer,After,After,254,,,
2022-09-12,2022,9,12,38,38 - 2022,Summer 2022,Summer,After,After,255,,,
2022-09-13,2022,9,13,38,38 - 2022,Summer 2022,Summer,After,After,256,,,
2022-09-14,2022,9,14,38,38 - 2022,Summer 2022,Summer,After,After,257,,,
2022-09-15,2022,9,15,38,38 - 2022,Summer 2022,Summer,After,After,258,,,
2022-09-16,2022,9,16,38,38 - 2022,Summer 2022,Summer,After,After,259,,,
2022-09-17,2022,9,17,38,38 - 2022,Summer 2022,Summer,After,After,260,,,
2022-09-18,2022,9,18,39,39 - 2022,Summer 2022,Summer,After,After,261,,,
2022-09-19,2022,9,19,39,39 - 2022,Summer 2022,Summer,After,After,262,,,
2022-09-20,2022,9,20,39,39 - 2022,Summer 2022,Summer,After,After,263,,,
2022-09-21,2022,9,21,39,39 - 2022,Summer 2022,Summer,After,After,264,,,
2022-09-22,2022,9,22,39,39 - 2022,Summer 2022,Summer,After,After,265,,,
2022-09-23,2022,9,23,39,39 - 2022,Summer 2022,Summer,After,After,266,,,
2022-09-24,2022,9,24,39,39 - 2022,Summer 2022,Summer,After,After,267,,,
2022-09-25,2022,9,25,40,40 - 2022,Summer 2022,Summer,After,After,268,,,
2022-09-26,2022,9,26,40,40 - 2022,Summer 2022,Summer,After,After,269,,,
2022-09-27,2022,9,27,40,40 - 2022,Summer 2022,Summer,After,After,270,,,
2022-09-28,2022,9,28,40,40 - 2022,Summer 2022,Summer,After,After,271,,,
2022-09-29,2022,9,29,40,40 - 2022,Summer 2022,Summer,After,After,272,,,
2022-09-30,2022,9,30,40,40 - 2022,Summer 2022,Summer,After,After,273,,,
2022-10-01,2022,10,1,40,40 - 2022,Summer 2022,Summer,After,After,274,,,
2022-10-02,2022,10,2,41,41 - 2022,Summer 2022,Summer,After,After,275,,,
2022-10-03,2022,10,3,41,41 - 2022,Summer 2022,Summer,After,After,276,,,
2022-10-04,2022,10,4,41,41 - 2022,Summer 2022,Summer,After,After,277,,,
2022-10-05,2022,10,5,41,41 - 2022,Summer 2022,Summer,After,After,278,,,
2022-10-06,2022,10,6,41,41 - 2022,Summer 2022,Summer,After,After,279,,,
2022-10-07,2022,10,7,41,41 - 2022,Summer 2022,Summer,After,After,280,,,
2022-10-08,2022,10,8,41,41 - 2022,Summer 2022,Summer,After,After,281,,,
2022-10-09,2022,10,9,42,42 - 2022,Summer 2022,Summer,After,After,282,,,
2022-10-10,2022,10,10,42,42 - 2022,Summer 2022,Summer,After,After,283,,,
2022-10-11,2022,10,11,42,42 - 2022,Summer 2022,Summer,After,After,284,,,
2022-10-12,2022,10,12,42,42 - 2022,Summer 2022,Summer,After,After,285,,,
2022-10-13,2022,10,13,42,42 - 2022,Summer 2022,Summer,After,After,286,,,
2022-10-14,2022,10,14,42,42 - 2022,Summer 2022,Summer,After,After,287,,,
2022-10-15,2022,10,15,42,42 - 2022,Summer 2022,Summer,After,After,288,,,
2022-10-16,2022,10,16,43,43 - 2022,Summer 2022,Summer,After,After,289,,,
2022-10-17,2022,10,17,43,43 - 2022,Summer 2022,Summer,After,After,290,,,
2022-10-18,2022,10,18,43,43 - 2022,Summer 2022,Summer,After,After,291,,,
2022-10-19,2022,10,19,43,43 - 2022,Summer 2022,Summer,After,After,292,,,
2022-10-20,2022,10,20,43,43 - 2022,Summer 2022,Summer,After,After,293,,,
2022-10-21,2022,10,21,43,43 - 2022,Fall 2022,Fall,After,After,294,,,
2022-10-22,2022,10,22,43,43 - 2022,Fall 2022,Fall,After,After,295,,,
2022-10-23,2022,10,23,44,44 - 2022,Fall 2022,Fall,After,After,296,,,
2022-10-24,2022,10,24,44,44 - 2022,Fall 2022,Fall,After,After,297,,,
2022-10-25,2022,10,25,44,44 - 2022,Fall 2022,Fall,After,After,298,,,
2022-10-26,2022,10,26,44,44 - 2022,Fall 2022,Fall,After,After,299,,,
2022-10-27,2022,10,27,44,44 - 2022,Fall 2022,Fall,After,After,300,,,
2022-10-28,2022,10,28,44,44 - 2022,Fall 2022,Fall,After,After,301,,,
2022-10-29,2022,10,29,44,44 - 2022,Fall 2022,Fall,After,After,302,,,
2022-10-30,2022,10,30,45,45 - 2022,Fall 2022,Fall,After,After,303,,,
2022-10-31,2022,10,31,45,45 - 2022,Fall 2022,Fall,After,After,304,,,
2022-11-01,2022,11,1,45,45 - 2022,Fall 2022,Fall,After,After,305,,,
2022-11-02,2022,11,2,45,45 - 2022,Fall 2022,Fall,After,After,306,,,
2022-11-03,2022,11,3,45,45 - 2022,Fall 2022,Fall,After,After,307,,,
2022-11-04,2022,11,4,45,45 - 2022,Fall 2022,Fall,After,After,308,,,
2022-11-05,2022,11,5,45,45 - 2022,Fall 2022,Fall,After,After,309,,,
2022-11-06,2022,11,6,46,46 - 2022,Fall 2022,Fall,After,After,310,,,
2022-11-07,2022,11,7,46,46 - 2022,Fall 2022,Fall,After,After,311,,,
2022-11-08,2022,11,8,46,46 - 2022,Fall 2022,Fall,After,After,312,,,
2022-11-09,2022,11,9,46,46 - 2022,Fall 2022,Fall,After,After,313,,,
2022-11-10,2022,11,10,46,46 - 2022,Fall 2022,Fall,After,After,314,,,
2022-11-11,2022,11,11,46,46 - 2022,Fall 2022,Fall,After,After,315,,,
2022-11-12,2022,11,12,46,46 - 2022,Fall 2022,Fall,After,After,316,,,
2022-11-13,2022,11,13,47,47 - 2022,Fall 2022,Fall,After,After,317,,,
2022-11-14,2022,11,14,47,47 - 2022,Fall 2022,Fall,After,After,318,,,
2022-11-15,2022,11,15,47,47 - 2022,Fall 2022,Fall,After,After,319,,,
2022-11-16,2022,11,16,47,47 - 2022,Fall 2022,Fall,After,After,320,,,
2022-11-17,2022,11,17,47,47 - 2022,Fall 2022,Fall,After,After,321,,,
2022-11-18,2022,11,18,47,47 - 2022,Fall 2022,Fall,After,After,322,,,
2022-11-19,2022,11,19,47,47 - 2022,Fall 2022,Fall,After,After,323,,,
2022-11-20,2022,11,20,48,48 - 2022,Fall 2022,Fall,After,After,324,,,
2022-11-21,2022,11,21,48,48 - 2022,Winter 2022,Winter,After,After,325,,,
2022-11-22,2022,11,22,48,48 - 2022,Winter 2022,Winter,After,After,326,,,
2022-11-23,2022,11,23,48,48 - 2022,Winter 2022,Winter,After,After,327,,,
2022-11-24,2022,11,24,48,48 - 2022,Winter 2022,Winter,After,After,328,,,
2022-11-25,2022,11,25,48,48 - 2022,Winter 2022,Winter,After,After,329,,,
2022-11-26,2022,11,26,48,48 - 2022,Winter 2022,Winter,After,After,330,,,
2022-11-27,2022,11,27,49,49 - 2022,Winter 2022,Winter,After,After,331,,,
2022-11-28,2022,11,28,49,49 - 2022,Winter 2022,Winter,After,After,332,,,
2022-11-29,2022,11,29,49,49 - 2022,Winter 2022,Winter,After,After,333,,,
2022-11-30,2022,11,30,49,49 - 2022,Winter 2022,Winter,After,After,334,,,
2022-12-01,2022,12,1,49,49 - 2022,Winter 2022,Winter,After,After,335,,,
2022-12-02,2022,12,2,49,49 - 2022,Winter 2022,Winter,After,After,336,,,
2022-12-03,2022,12,3,49,49 - 2022,Winter 2022,Winter,After,After,337,,,
2022-12-04,2022,12,4,50,50 - 2022,Winter 2022,Winter,After,After,338,,,
2022-12-05,2022,12,5,50,50 - 2022,Winter 2022,Winter,After,After,339,,,
2022-12-06,2022,12,6,50,50 - 2022,Winter 2022,Winter,After,After,340,,,
2022-12-07,2022,12,7,50,50 - 2022,Winter 2022,Winter,After,After,341,,,
2022-12-08,2022,12,8,50,50 - 2022,Winter 2022,Winter,After,After,342,,,
2022-12-09,2022,12,9,50,50 - 2022,Winter 2022,Winter,After,After,343,,,
2022-12-10,2022,12,10,50,50 - 2022,Winter 2022,Winter,After,After,344,,,
2022-12-11,2022,12,11,51,51 - 2022,Winter 2022,Winter,After,After,345,,,
2022-12-12,2022,12,12,51,51 - 2022,Winter 2022,Winter,After,After,346,,,
2022-12-13,2022,12,13,51,51 - 2022,Winter 2022,Winter,After,After,347,,,
2022-12-14,2022,12,14,51,51 - 2022,Winter 2022,Winter,After,After,348,,,
2022-12-15,2022,12,15,51,51 - 2022,Winter 2022,Winter,After,After,349,,,
2022-12-16,2022,12,16,51,51 - 2022,Winter 2022,Winter,After,After,350,,,
2022-12-17,2022,12,17,51,51 - 2022,Winter 2022,Winter,After,After,351,,,
2022-12-18,2022,12,18,52,52 - 2022,Winter 2022,Winter,After,After,352,,,
2022-12-19,2022,12,19,52,52 - 2022,Winter 2022,Winter,After,After,353,,,
2022-12-20,2022,12,20,52,52 - 2022,Winter 2022,Winter,After,After,354,,,
2022-12-21,2022,12,21,52,52 - 2022,Winter 2022,Winter,After,After,355,,,
2022-12-22,2022,12,22,52,52 - 2022,Winter 2022,Winter,After,After,356,,,
2022-12-23,2022,12,23,52,52 - 2022,Winter 2022,Winter,After,After,357,,,
2022-12-24,2022,12,24,52,52 - 2022,Winter 2022,Winter,After,After,358,,,
2022-12-25,2022,12,25,53,53 - 2022,Winter 2022,Winter,After,After,359,,,
2022-12-26,2022,12,26,53,53 - 2022,Winter 2022,Winter,After,After,360,,,
2022-12-27,2022,12,27,53,53 - 2022,Winter 2022,Winter,After,After,361,,,
2022-12-28,2022,12,28,53,53 - 2022,Winter 2022,Winter,After,After,362,,,
2022-12-29,2022,12,29,53,53 - 2022,Winter 2022,Winter,After,After,363,,,
2022-12-30,2022,12,30,53,53 - 2022,Winter 2022,Winter,After,After,364,,,
2022-12-31,2022,12,31,53,53 - 2022,Winter 2022,Winter,After,After,365,,,
2023-01-01,2023,1,1,1,1 - 2023,Winter 2022,Winter,After,After,1,,,
2023-01-02,2023,1,2,1,1 - 2023,Winter 2022,Winter,After,After,2,,,
2023-01-03,2023,1,3,1,1 - 2023,Winter 2022,Winter,After,After,3,,,
2023-01-04,2023,1,4,1,1 - 2023,Winter 2022,Winter,After,After,4,,,
2023-01-05,2023,1,5,1,1 - 2023,Winter 2022,Winter,After,After,5,,,
2023-01-06,2023,1,6,1,1 - 2023,Winter 2022,Winter,After,After,6,,,
2023-01-07,2023,1,7,1,1 - 2023,Winter 2022,Winter,After,After,7,,,
2023-01-08,2023,1,8,2,2 - 2023,Winter 2022,Winter,After,After,8,,,
2023-01-09,2023,1,9,2,2 - 2023,Winter 2022,Winter,After,After,9,,,
2023-01-10,2023,1,10,2,2 - 2023,Winter 2022,Winter,After,After,10,,,
2023-01-11,2023,1,11,2,2 - 2023,Winter 2022,Winter,After,After,11,,,
2023-01-12,2023,1,12,2,2 - 2023,Winter 2022,Winter,After,After,12,,,
2023-01-13,2023,1,13,2,2 - 2023,Winter 2022,Winter,After,After,13,,,
2023-01-14,2023,1,14,2,2 - 2023,Winter 2022,Winter,After,After,14,,,
2023-01-15,2023,1,15,3,3 - 2023,Winter 2022,Winter,After,After,15,,,
2023-01-16,2023,1,16,3,3 - 2023,Winter 2022,Winter,After,After,16,,,
2023-01-17,2023,1,17,3,3 - 2023,Winter 2022,Winter,After,After,17,,,
2023-01-18,2023,1,18,3,3 - 2023,Winter 2022,Winter,After,After,18,,,
2023-01-19,2023,1,19,3,3 - 2023,Winter 2022,Winter,After,After,19,,,
2023-01-20,2023,1,20,3,3 - 2023,Winter 2022,Winter,After,After,20,,,
2023-01-21,2023,1,21,3,3 - 2023,Winter 2022,Winter,After,After,21,,,
2023-01-22,2023,1,22,4,4 - 2023,Winter 2022,Winter,After,After,22,,,
2023-01-23,2023,1,23,4,4 - 2023,Winter 2022,Winter,After,After,23,,,
2023-01-24,2023,1,24,4,4 - 2023,Winter 2022,Winter,After,After,24,,,
2023-01-25,2023,1,25,4,4 - 2023,Winter 2022,Winter,After,After,25,,,
2023-01-26,2023,1,26,4,4 - 2023,Winter 2022,Winter,After,After,26,,,
2023-01-27,2023,1,27,4,4 - 2023,Winter 2022,Winter,After,After,27,,,
2023-01-28,2023,1,28,4,4 - 2023,Winter 2022,Winter,After,After,28,,,
2023-01-29,2023,1,29,5,5 - 2023,Winter 2022,Winter,After,After,29,,,
2023-01-30,2023,1,30,5,5 - 2023,Winter 2022,Winter,After,After,30,,,
2023-01-31,2023,1,31,5,5 - 2023,Winter 2022,Winter,After,After,31,,,
2023-02-01,2023,2,1,5,5 - 2023,Winter 2022,Winter,After,After,32,,,
2023-02-02,2023,2,2,5,5 - 2023,Winter 2022,Winter,After,After,33,,,
2023-02-03,2023,2,3,5,5 - 2023,Winter 2022,Winter,After,After,34,,,
2023-02-04,2023,2,4,5,5 - 2023,Winter 2022,Winter,After,After,35,,,
2023-02-05,2023,2,5,6,6 - 2023,Winter 2022,Winter,After,After,36,,,
2023-02-06,2023,2,6,6,6 - 2023,Winter 2022,Winter,After,After,37,,,
2023-02-07,2023,2,7,6,6 - 2023,Winter 2022,Winter,After,After,38,,,
2023-02-08,2023,2,8,6,6 - 2023,Winter 2022,Winter,After,After,39,,,
2023-02-09,2023,2,9,6,6 - 2023,Winter 2022,Winter,After,After,40,,,
2023-02-10,2023,2,10,6,6 - 2023,Winter 2022,Winter,After,After,41,,,
2023-02-11,2023,2,11,6,6 - 2023,Winter 2022,Winter,After,After,42,,,
2023-02-12,2023,2,12,7,7 - 2023,Winter 2022,Winter,After,After,43,,,
2023-02-13,2023,2,13,7,7 - 2023,Winter 2022,Winter,After,After,44,,,
2023-02-14,2023,2,14,7,7 - 2023,Winter 2022,Winter,After,After,45,,,
2023-02-15,2023,2,15,7,7 - 2023,Winter 2022,Winter,After,After,46,,,
2023-02-16,2023,2,16,7,7 - 2023,Winter 2022,Winter,After,After,47,,,
2023-02-17,2023,2,17,7,7 - 2023,Winter 2022,Winter,After,After,48,,,
2023-02-18,2023,2,18,7,7 - 2023,Winter 2022,Winter,After,After,49,,,
2023-02-19,2023,2,19,8,8 - 2023,Winter 2022,Winter,After,After,50,,,
2023-02-20,2023,2,20,8,8 - 2023,Winter 2022,Winter,After,After,51,,,
2023-02-21,2023,2,21,8,8 - 2023,Winter 2022,Winter,After,After,52,,,
2023-02-22,2023,2,22,8,8 - 2023,Winter 2022,Winter,After,After,53,,,
2023-02-23,2023,2,23,8,8 - 2023,Winter 2022,Winter,After,After,54,,,
2023-02-24,2023,2,24,8,8 - 2023,Winter 2022,Winter,After,After,55,,,
2023-02-25,2023,2,25,8,8 - 2023,Winter 2022,Winter,After,After,56,,,
2023-02-26,2023,2,26,9,9 - 2023,Winter 2022,Winter,After,After,57,,,
2023-02-27,2023,2,27,9,9 - 2023,Winter 2022,Winter,After,After,58,,,
2023-02-28,2023,2,28,9,9 - 2023,Winter 2022,Winter,After,After,59,,,
2023-03-01,2023,3,1,9,9 - 2023,Winter 2022,Winter,After,After,60,,,
2023-03-02,2023,3,2,9,9 - 2023,Winter 2022,Winter,After,After,61,,,
2023-03-03,2023,3,3,9,9 - 2023,Winter 2022,Winter,After,After,62,,,
2023-03-04,2023,3,4,9,9 - 2023,Winter 2022,Winter,After,After,63,,,
2023-03-05,2023,3,5,10,10 - 2023,Winter 2022,Winter,After,After,64,,,
2023-03-06,2023,3,6,10,10 - 2023,Winter 2022,Winter,After,After,65,,,
2023-03-07,2023,3,7,10,10 - 2023,Winter 2022,Winter,After,After,66,,,
2023-03-08,2023,3,8,10,10 - 2023,Winter 2022,Winter,After,After,67,,,
2023-03-09,2023,3,9,10,10 - 2023,Winter 2022,Winter,After,After,68,,,
2023-03-10,2023,3,10,10,10 - 2023,Winter 2022,Winter,After,After,69,,,
2023-03-11,2023,3,11,10,10 - 2023,Winter 2022,Winter,After,After,70,,,
2023-03-12,2023,3,12,11,11 - 2023,Winter 2022,Winter,After,After,71,,,
2023-03-13,2023,3,13,11,11 - 2023,Winter 2022,Winter,After,After,72,,,
2023-03-14,2023,3,14,11,11 - 2023,Winter 2022,Winter,After,After,73,,,
2023-03-15,2023,3,15,11,11 - 2023,Winter 2022,Winter,After,After,74,,,Spawning
2023-03-16,2023,3,16,11,11 - 2023,Winter 2022,Winter,After,After,75,,,Spawning
2023-03-17,2023,3,17,11,11 - 2023,Winter 2022,Winter,After,After,76,,,Spawning
2023-03-18,2023,3,18,11,11 - 2023,Winter 2022,Winter,After,After,77,,,Spawning
2023-03-19,2023,3,19,12,12 - 2023,Winter 2022,Winter,After,After,78,,,Spawning
2023-03-20,2023,3,20,12,12 - 2023,Winter 2022,Winter,After,After,79,,,Spawning
2023-03-21,2023,3,21,12,12 - 2023,Winter 2022,Winter,After,After,80,,,Spawning
2023-03-22,2023,3,22,12,12 - 2023,Winter 2022,Winter,After,After,81,,,Spawning
2023-03-23,2023,3,23,12,12 - 2023,Winter 2022,Winter,After,After,82,,,Spawning
2023-03-24,2023,3,24,12,12 - 2023,Winter 2022,Winter,After,After,83,,,Spawning
2023-03-25,2023,3,25,12,12 - 2023,Winter 2022,Winter,After,After,84,,,Spawning
2023-03-26,2023,3,26,13,13 - 2023,Winter 2022,Winter,After,After,85,,,Spawning
2023-03-27,2023,3,27,13,13 - 2023,Winter 2022,Winter,After,After,86,,,Spawning
2023-03-28,2023,3,28,13,13 - 2023,Winter 2022,Winter,After,After,87,,,Spawning
2023-03-29,2023,3,29,13,13 - 2023,Winter 2022,Winter,After,After,88,,,Spawning
2023-03-30,2023,3,30,13,13 - 2023,Winter 2022,Winter,After,After,89,,,Spawning
2023-03-31,2023,3,31,13,13 - 2023,Winter 2022,Winter,After,After,90,,,Spawning
2023-04-01,2023,4,1,13,13 - 2023,Winter 2022,Winter,After,After,91,,,Spawning
2023-04-02,2023,4,2,14,14 - 2023,Winter 2022,Winter,After,After,92,,,Spawning
2023-04-03,2023,4,3,14,14 - 2023,Winter 2022,Winter,After,After,93,,,Spawning
2023-04-04,2023,4,4,14,14 - 2023,Winter 2022,Winter,After,After,94,,,Spawning
2023-04-05,2023,4,5,14,14 - 2023,Winter 2022,Winter,After,After,95,,,Spawning
2023-04-06,2023,4,6,14,14 - 2023,Winter 2022,Winter,After,After,96,,,Spawning
2023-04-07,2023,4,7,14,14 - 2023,Winter 2022,Winter,After,After,97,,,Spawning
2023-04-08,2023,4,8,14,14 - 2023,Winter 2022,Winter,After,After,98,,,Spawning
2023-04-09,2023,4,9,15,15 - 2023,Winter 2022,Winter,After,After,99,,,Spawning
2023-04-10,2023,4,10,15,15 - 2023,Winter 2022,Winter,After,After,100,,,Spawning
2023-04-11,2023,4,11,15,15 - 2023,Winter 2022,Winter,After,After,101,,,Spawning
2023-04-12,2023,4,12,15,15 - 2023,Winter 2022,Winter,After,After,102,,,Spawning
2023-04-13,2023,4,13,15,15 - 2023,Winter 2022,Winter,After,After,103,,,Spawning
2023-04-14,2023,4,14,15,15 - 2023,Winter 2022,Winter,After,After,104,,,Spawning
2023-04-15,2023,4,15,15,15 - 2023,Winter 2022,Winter,After,After,105,,,Spawning
2023-04-16,2023,4,16,16,16 - 2023,Winter 2022,Winter,After,After,106,,,Spawning
2023-04-17,2023,4,17,16,16 - 2023,Winter 2022,Winter,After,After,107,,,Spawning
2023-04-18,2023,4,18,16,16 - 2023,Winter 2022,Winter,After,After,108,,,Spawning
2023-04-19,2023,4,19,16,16 - 2023,Winter 2022,Winter,After,After,109,,,Spawning
2023-04-20,2023,4,20,16,16 - 2023,Winter 2022,Winter,After,After,110,,,Spawning
2023-04-21,2023,4,21,16,16 - 2023,Spring 2023,Spring,After,After,111,,,Spawning
2023-04-22,2023,4,22,16,16 - 2023,Spring 2023,Spring,After,After,112,,,Spawning
2023-04-23,2023,4,23,17,17 - 2023,Spring 2023,Spring,After,After,113,,,Spawning
2023-04-24,2023,4,24,17,17 - 2023,Spring 2023,Spring,After,After,114,,,Spawning
2023-04-25,2023,4,25,17,17 - 2023,Spring 2023,Spring,After,After,115,,,Spawning
2023-04-26,2023,4,26,17,17 - 2023,Spring 2023,Spring,After,After,116,,,Spawning
2023-04-27,2023,4,27,17,17 - 2023,Spring 2023,Spring,After,After,117,,,Spawning
2023-04-28,2023,4,28,17,17 - 2023,Spring 2023,Spring,After,After,118,,,Spawning
2023-04-29,2023,4,29,17,17 - 2023,Spring 2023,Spring,After,After,119,,,Spawning
2023-04-30,2023,4,30,18,18 - 2023,Spring 2023,Spring,After,After,120,,,Spawning
2023-05-01,2023,5,1,18,18 - 2023,Spring 2023,Spring,After,After,121,Spawning,Spawning,Spawning
2023-05-02,2023,5,2,18,18 - 2023,Spring 2023,Spring,After,After,122,Spawning,Spawning,
2023-05-03,2023,5,3,18,18 - 2023,Spring 2023,Spring,After,After,123,Spawning,Spawning,
2023-05-04,2023,5,4,18,18 - 2023,Spring 2023,Spring,After,After,124,Spawning,Spawning,
2023-05-05,2023,5,5,18,18 - 2023,Spring 2023,Spring,After,After,125,Spawning,Spawning,
2023-05-06,2023,5,6,18,18 - 2023,Spring 2023,Spring,After,After,126,Spawning,Spawning,
